번호,명칭,소재지,지정일
1356호,"초조본 현양성교론 권3(初雕本 顯揚聖敎論 卷三)(Prakaranaryavaca Sastra (Acclamation of  the Holy Teaching), the First Tripitaka Koreana Edition, Volume 3)","서울 종로구 새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관)",2002년10월 19일지정
1357호,"해남 대흥사 서산대사유물(海南 大興寺 西山大師遺物)(Relics Related to Buddhist Monk Seosan in Daeheungsa Temple, Haenam)","전남 해남군 삼산면 대흥사길 400, 대흥사 (구림리)",2002년12월 7일지정
1358-1호,동여도(東輿圖)(Dongyeodo (Atlas of the Eastern State)),서울 종로구 새문안로 55 서울역사박물관,2002년12월 7일지정
1359호,감은사지 동삼층석탑 사리장엄구(感恩寺址 東三層石塔 舍利莊嚴具)(Reliquaries from the East Three-story Stone Pagoda at Gameunsa Temple Site),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2002년12월 7일지정
569-25호,안중근의사유묵 - 언충신행독경만방가행(安重根義士遺墨 - 言忠信行篤敬蠻邦可行)(Calligraphy by An Jung-geun),"서울 중구 새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관)",2003년4월 14일지정
1360호,"보은 법주사 소조비로자나삼불좌상(報恩 法住寺 塑造毘盧遮那三佛坐像)(Clay Seated Vairocana Buddha Triad of Beopjusa Temple, Boeun)","충북 보은군 속리산면 법주사로 405, 법주사 (사내리)",2003년2월 3일지정
1361호,"보은 법주사 목조관음보살좌상(報恩 法住寺 木造觀音菩薩坐像)(Wooden Seated Avalokitesvara Bodhisattva of Beopjusa Temple, Boeun)","충북 보은군 속리산면 법주사로 405, 법주사 (사내리)",2003년2월 3일지정
1362호,"양양 낙산사 건칠관음보살좌상(襄陽 洛山寺 乾漆觀音菩薩坐像)(Dry-lacquered Seated Avalokitesvara Bodhisattva of Naksansa Temple, Yangyang)","강원 양양군 강현면 낙산사로 100, 낙산사 (전진리)",2003년2월 3일지정
1363호,화엄사대웅전삼신불탱(華嚴寺大雄殿三身佛幀)(Buddhist Painting in Daeungjeon Hall of Hwaeomsa Temple (Buddha Triad)),전남 구례군 마산면 황전리 산12 화엄사,2003년2월 3일지정
1364호,쌍계사대웅전삼세불탱(雙磎寺大雄殿三世佛幀)(Buddhist Painting in Daeungjeon Hall of Ssanggyesa Temple (Buddha Triad)),"경남 하동군 화개면 쌍계사길 59, 쌍계사 (운수리)",2003년2월 3일지정
1365호,쌍계사팔상전팔상탱(雙磎寺八相殿八相幀)(Buddhist Painting in Palsangjeon Hall of Ssanggyesa Temple (The Eight Great Events)),"경남 하동군 화개면 쌍계사길 59, 쌍계사 (운수리)",2003년2월 3일지정
1367호,송광사응진당석가모니후불탱.십육나한탱(松廣寺應眞堂釋迦牟尼後佛幀.十六羅漢幀)(Hanging Scroll Behind the Sakyamuni Buddha and Paintings of Sixteen Arhats in Eungjindang Hall of Songgwangsa Temple),"전남 순천시 송광면 송광사안길 100, 송광사 (신평리)",2003년2월 3일지정
1368호,송광사영산전후불탱.팔상탱(松廣寺靈山殿後佛幀.八相幀)(Hanging Scroll Behind the Buddha and Paintings (The Eight Great Events ) in Yeongsanjeon Hall of Songgwangsa Temple),"전남 순천시 송광면 송광사안길 100, 송광사 (신평리)",2003년2월 3일지정
1369호,번역명의집(飜譯名義集)(Beonyeok myeonguijip (Dictionary of Sanskrit-Chinese Translation of Buddhist Terms)),"대구 달서구 달구벌대로 1095, 동산도서관 (신당동,계명대학교성서캠퍼스)",2003년2월 3일지정
1370호,"괴산 각연사 통일대사탑(槐山 覺淵寺 通一大師塔)(Stupa of Buddhist Monk Tongil at Gagyeonsa Temple, Goesan)",충북 괴산군 칠성면 각연길 451 (태성리),"2003년3월 14일지정,2010년12월 27일명칭변경"
1371호,"영동 반야사 삼층석탑(永同 般若寺 三層石塔)(Three-story Stone Pagoda of Banyasa Temple, Yeongdong)",충북 영동군 황간면 백화산로 652 (우매리),"2003년3월 14일지정,2010년12월 27일명칭변경"
1372호,"함평 고막천 석교(咸平 古幕川 石橋)(Stone Bridge at Gomakcheon Stream, Hampyeong)",전남 함평군 학교면 고막리 629,"2003년3월 14일지정,2010년12월 27일명칭변경"
1373호,"양산 통도사 금동천문도(梁山 通度寺 金銅天文圖)(Gilt-bronze Celestial Chart of Tongdosa Temple, Yangsan)","경남 양산시 하북면 통도사로 108, 통도사성보박물관 (지산리)",2003년4월 14일지정
1374호,용흥사삼불회괘불탱(龍興寺三佛會掛佛幀)(Hanging Painting of Yongheungsa Temple (Buddha Triad)),경북 상주시 지천1길 223-35 (지천동),2003년4월 14일지정
1375호,월정사 팔각구층석탑 사리장엄구(月精寺 八角九層石塔 舍利莊嚴具)(Reliquaries from the Octagonal Nine-story Stone Pagoda of Woljeongsa Temple),"강원 평창군 진부면 오대산로 374-8, 월정사 성보박물관 (동산리)",2003년6월 26일지정
1376호,"순천 송광사 티베트문 법지(順天 松廣寺 티베트文 法旨)(Documents Written in the Tibetan Language at Songgwangsa Temple, Suncheon)","전남 순천시 송광면 송광사안길 100, 송광사성보박물관 (신평리)",2003년6월 26일지정
1377호,"영광 불갑사 목조석가여래삼불좌상(靈光 佛甲寺 木造釋迦如來三佛坐像)(Wooden Seated Sakyamuni Buddha Triad of Bulgapsa Temple, Yeonggwang)","전남 영광군 불갑면 불갑사로 450, 불갑사 (모악리)",2003년6월 26일지정
1378호,"하동 쌍계사 목조석가여래삼불좌상 및 사보살입상(河東 雙磎寺 木造釋迦如來三佛坐像 및 四菩薩立像)(Wooden Seated Sakyamuni Buddha Triad and Four Standing Bodhisattvas of Ssanggyesa Temple, Hadong)","경남 하동군 화개면 쌍계사길 59, 쌍계사 (운수리)",2003년8월 21일지정
1379호,축서사괘불탱(鷲棲寺掛佛幀)(Hanging Painting of Chukseosa Temple),"경북 봉화군 물야면 월계길 739, 축서사 (개단리)",2003년8월 21일지정
1380호,신경행 청난공신교서 및 관련문적(辛景行 淸難功臣敎書 및 關聯文籍)(Royal Certificate of Meritorious Subject Issued to Sin Gyeong-haeng and Related Documents),"충북 청주시 상당구 명암로 143, 국립청주박물관 (명암동,국립청주박물관)",2003년8월 21일지정
1381호,"예산 수덕사 목조석가여래삼불좌상 및 복장유물(禮山 修德寺 木造釋迦如來三佛坐像 및 腹藏遺物)(Wooden Seated Sakyamuni Buddha Triad and Excavated Relics of Sudeoksa Temple, Yesan)",충남 예산군 덕산면 사천리 20 수덕사,2003년11월 14일지정
1382호,"청자 상감‘신축’명 국화모란문 벼루(靑磁 象嵌‘辛丑’銘 菊花牡丹文 硯)(Celadon Inkstone with Inlaid Chrysanthemum and Peony Design and Inscription of ""Sinchuk Year"")",서울 용산구 이태원로 55길 60-16 삼성미술관 리움,2003년12월 30일지정
1383호,"청자 철화초충조문 매병(靑磁 鐵畵草蟲鳥文 梅甁)(Celadon Prunus Vase with Grass, Insect, and Bird Design in Underglaze Iron)","서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
1384호,"청자 상감유로매죽문 편병(靑磁 象嵌柳鷺梅竹文 扁甁)(Celadon Flat Bottle with Inlaid Willow, Egret, Plum, and Bamboo Design)","서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
1385호,청자 양각운룡문 매병(靑磁 陽刻雲龍文 梅甁)(Celadon Prunus Vase with Cloud and Dragon Design in Relief),서울 용산구 이태원로 55길 60-16 삼성미술관 리움,2003년12월 30일지정
1386호,청자 상감어룡문 매병(靑磁 象嵌魚龍文 梅甁)(Celadon Prunus Vase with Inlaid Fish and Dragon Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
1387호,분청사기 철화모란문 장군(粉靑沙器 鐵畵牡丹文 獐本)(Buncheong Barrel-shaped Vessel with Peony Design in Underglaze Iron),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
1388호,분청사기 박지연화문 편병(粉靑沙器 剝地蓮花文 扁甁)(Buncheong Flat Bottle with Sgraffito Lotus Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
1389호,"청자 상감‘장진주’시명 매죽양류문 매병(靑磁 象嵌‘將進酒’詩銘 梅竹楊柳文 梅甁)(Celadon Prunus Vase with Inlaid Plum, Bamboo, and Willow Design and Inscription of ‘Jangjinju’ Poem)","서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
1390호,백자 청화동정추월문 항아리(白磁 靑畵洞庭秋月文 壺)(White Porcelain Jar with Autumn Landscape Design in Underglaze Cobalt Blue),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
1391호,백자 상감투각모란문 병(白磁 象嵌透刻牡丹文 甁)(White Porcelain Bottle with Inlaid and Openwork Peony Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
1392호,"이암필 화조구자도(李巖筆 花鳥狗子圖)(Hwajogujado (Flowers, Birds, and Puppies) by Yi Am)","서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
1393호,"김홍도필 추성부도(金弘道筆 秋聲賦圖)(Chuseongbudo (Theme of Chuseongbu, Sounds of Autumn) by Kim Hong-do)","서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
1394호,경기감영도 병풍(京畿監營圖 屛風)(Folding Screen of Gyeonggi gamyeongdo (Gyeonggi-do Provincial Office)),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2003년12월 30일지정
941-2호,송언신초상(宋言愼肖像)(Letters of King Seonjo to Song Eon-sin and Portrait of Song Eon-sin),"경기 용인시 기흥구 상갈로 6, 경기도박물관 (상갈동)",2004년5월 7일지정
1174-2호,이중로정사공신교서 및 초상 - 이중로 초상(李重老靖社功臣敎書 및 肖像 - 李重老肖像)(Royal Certificate of Meritorious Subject Issued to Yi Jung-ro and Portrait of Yi Jung-ro),"경기 용인시 기흥구 상갈로 6, 경기도박물관 (상갈동)",2004년5월 7일지정
1395호,"영암 도갑사 도선국사·수미선사비(靈巖 道岬寺 道詵國師·守眉禪師碑)(Stele for State Preceptor Doseon and Master Sumi of Dogapsa Temple, Yeongam)","전남 영암군 군서면 도갑사로 306, 도갑사 (도갑리)","2004년1월 26일지정,2010년12월 27일명칭변경"
1396호,"강진 백련사 사적비(康津 白蓮寺 事蹟碑)(Stele for the Construction of Baengnyeonsa Temple, Gangjin)","전남 강진군 도암면 백련사길 145, 백련사 (만덕리)","2004년1월 26일지정,2010년12월 27일명칭변경"
1397호,영국사영산회후불탱(寧國寺靈山會後佛幀)(Hanging Scroll Behind the Buddha in Yeongguksa Temple (The Vulture Peak Assembly)),"서울 종로구 우정국로 55, 불교중앙박물관 (견지동,광교빌딩)",2004년3월 3일지정
1398호,청자 상감오리모양 주전자(靑磁 象嵌鴨形 注子)(Celadon Duck-shaped Ewer with Inlaid Design),경기 성남시,2004년3월 3일지정
1399호,청자 퇴화선문 표주박모양 주전자(靑磁 堆花線文 瓢形 注子)(Celadon Gourd-shaped Ewer with Paste-on-paste Dots and Line Design),"서울 종로구 자하문로36길 16-5, A동 7호 (청운동,한일인텔빌라아파트)",2004년3월 3일지정
1400호,분청사기 상감모란당초문 장군(粉靑沙器 象嵌牡丹唐草文 獐本)(Buncheong Barrel-shaped Vessel with Inlaid Peony and Scroll Design),경기 성남시,2004년3월 3일지정
1401호,"충주 봉황리 마애불상군(忠州 鳳凰里 磨崖佛像群)(Rock-carved Buddhas in Bonghwang-ri, Chungju)",충북 충주시 가금면 봉황리 산27,"2004년3월 3일지정,2010년8월 25일명칭 변경"
1402호,"영주 소수서원 문성공묘(榮州 紹修書院 文成公廟)(Munseonggong Shrine of Sosuseowon Confucian Academy, Yeongju)",경북 영주시 순흥면 소백로 2740 (내죽리),2004년4월 6일지정
1403호,"영주 소수서원 강학당(榮州 紹修書院 講學堂)(Lecture Hall of Sosuseowon Confucian Academy, Yeongju)",경북 영주시 순흥면 소백로 2740 (내죽리),2004년4월 6일지정
1404호,봉사조선창화시권(奉使朝鮮倡和詩卷)(Bongsa Joseon changhwa sigwon (Poems Shared by Envoys in Joseon),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2004년5월 7일지정
1405호,비해당소상팔경시첩(匪懈堂瀟湘八景詩帖)(Bihaedang Sosang palgyeong sicheop (Album of Poems Compiled by Prince Anpyeong)),"서울 용산구 서빙고로 137, 국립중앙박물관 (용산동6가)",2004년5월 7일지정
1406호,이십삼 상대회도 및 김종한 교지(二十三 霜臺會圖 및 金從漢 敎旨)(Isipsam sangdaehoedo (Gathering of 23 Officials of Inspector-general) and Royal Edict Issued to Kim Jong-han),"경기 용인시 기흥구 상갈로 6, 경기도박물관 (상갈동)",2004년5월 7일지정
1407호,범망경보살계본 및 수보살계법(梵網經菩薩戒本 및 受菩薩戒法)(Brahmajala Sutra (The Sutra of Brahma’s Net)),"충북 청주시 흥덕구 직지대로 713, 청주고인쇄박물관 (운천동,청주고인쇄박물관)",2004년5월 7일지정
1409호,"대방광불화엄경소 권48, 64, 83(大方廣佛華嚴經疏 卷四十八, 六十四, 八十三)(Commentary on the Avatamsaka Sutra (The Flower Garland Sutra), Volumes 48, 64, and 83)","충북 청주시 흥덕구 직지대로 713, 청주고인쇄박물관 (운천동,청주고인쇄박물관)",2004년5월 7일지정
1410호,금동 당간 용두(金銅幢竿龍頭)(Gilt-bronze Dragon Finial),경북 경주시 일정로 186 국립경주박물관,2004년6월 26일지정
1411호,임신서기석(壬申誓記石)(Stone Tablet with Inscription of Oath of the Imsin Year),"경북 경주시 일정로 186, 국립경주박물관 (인왕동,국립경주박물관)",2004년6월 26일지정
1412호,"감지금니대방광불화엄경 권15(紺紙金泥大方廣佛華嚴經 卷十五)(Transcription of Avatamsaka Sutra (The Flower Garland Sutra) in Gold on Indigo Paper, Volume 15)","서울 강남구 언주로 827, 코리아나화장박물관 (신사동,코리아나아트센타)",2004년6월 26일지정
1413호,"보은 법주사 철솥(報恩 法住寺 鐵鑊)(Iron Pot of Beopjusa Temple, Boeun)","충북 보은군 속리산면 법주사로 405, 법주사 (사내리)",2004년8월 31일지정
1414호,"봉업사명청동향로(奉業寺銘靑銅香爐)(Bronze Incense Burner with Inscription of ""Bongeopsa Temple"")","경기 용인시 처인구 포곡읍 에버랜드로562번길 38, 호암미술관 (가실리)",2004년8월 31일지정
1415호,삼현수간(三賢手簡)(Samhyeon sugan (Letters of Three Wise Men)),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2004년8월 31일지정
1416호,"보은 법주사 복천암 수암화상탑(報恩 法住寺 福泉庵 秀庵和尙塔)(Stupa of Buddhist Monk Suam at Bokcheonam Hermitage of Beopjusa Temple, Boeun)",충북 보은군 속리산면 법주사로 658-138 (사내리),"2004년10월 7일지정,2010년12월 27일명칭변경"
1417호,"보은 법주사 석조희견보살입상(報恩 法住寺 石造喜見菩薩立像)(Stone Standing Bodhisattva of Beopjusa Temple, Boeun)",충북 보은군 속리산면 법주사로 379 (사내리),"2004년10월 7일지정,2010년8월 25일명칭 변경"
1418호,"보은 법주사 복천암 학조화상탑(報恩 法住寺 福泉庵 學祖和尙塔)(Stupa of Buddhist Monk Hakjo at Bokcheonam Hermitage of Beopjusa Temple, Boeun)",충북 보은군 속리산면 법주사로 658-138 (사내리),"2004년10월 7일지정,2010년12월 27일명칭변경"
1419호,선암사석가모니불괘불탱 및 부속유물일괄(仙巖寺釋迦牟尼佛掛佛幀 및 附屬遺物一括)(Hanging Painting (Sakyamuni Buddha) and Other Relics of Seonamsa Temple),"전남 순천시 승주읍 선암사길 450, 선암사 (죽학리)",2004년11월 26일지정
1420호,청자 상감모란양류문 주전자 및 승반(靑磁 象嵌牡丹楊柳文 注子 및 承盤)(Celadon Ewer and Saucer with Inlaid Peony and Willow Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2004년11월 26일지정
1421호,청자 퇴화화문 주전자 및 승반(靑磁 堆花花文 注子 및 承盤)(Celadon Ewer and Saucer with Paste-on-paste Floral Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2004년11월 26일지정
1422호,분청사기 상감모란문 항아리(粉靑沙器 象嵌牡丹文 立壺)(Buncheong Jar with Inlaid Peony Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2004년11월 26일지정
1423호,분청사기 인화점문 장군(粉靑沙器 印花點文 獐本)(Buncheong Barrel-shaped Vessel with Stamped Dots Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2004년11월 26일지정
1425호,백자 철화매죽문 항아리(白磁 鐵畵梅竹文 立壺)(White Porcelain Jar with Plum and Bamboo Design in Underglaze Iron),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2004년11월 26일지정
1427호,"경주 원성왕릉 석상 및 석주일괄(慶州 元聖王陵 石像 및 石柱一括)(Stone Guardians and Pillars in the Tomb of King Wonseong, Gyeongju)","경북 경주시 외동읍 괘릉리 산17,611-4","2005년1월 22일지정,2010년12월 27일명칭변경"
1428호,"분청사기 상감‘정통 13년’명 묘지 및 분청사기 일괄(粉靑沙器 象嵌‘正統十三年’銘 墓誌 및 粉靑沙器一括)(Buncheong Memorial Tablet with Inlaid Inscription of ""the Thirteenth Jeongtong Year"" and Buncheong Wares)","서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2005년1월 22일지정
1429호,"경주 원원사지 동·서 삼층석탑(慶州 遠願寺址 東·西 三層石塔)(East and West Three-story Stone Pagodas at Wonwonsa Temple Site, Gyeongju)",경북 경주시 외동읍 모화리 산12-3,"2005년4월 7일지정,2010년12월 27일명칭변경"
1430호,화성행행도 병풍(華城行幸圖 屛風)(Folding Screen of Hwaseong haenghaengdo (Royal Parade to Hwaseong Fortress)),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2005년4월 15일지정
1430-2호,봉수당진찬도(奉壽堂進饌圖),서울 중구,2015년9월 2일지정
1431호,정사신 참석 계회도 일괄(鄭士信 參席 契會圖 一括)(Gyehoedo (Gathering of Officials) Including Jeong Sa-sin),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2005년4월 15일지정
1432호,적천사괘불탱및지주(磧川寺掛佛幀및支柱)(Hanging Painting and Flagpole Supports of Jeokcheonsa Temple),"경북 청도군 청도읍 원동길 304, 적천사 (원리)",2005년4월 15일지정
1433호,"영암 도갑사 오층석탑(靈巖 道岬寺 五層石塔)(Five-story Stone Pagoda of Dogapsa Temple, Yeongam)",전남 영암군 군서면 도갑사로 306 (도갑리),"2005년6월 13일지정,2010년12월 27일명칭변경"
1434호,"완주 안심사 금강계단(完州 安心寺 金剛戒壇)(Ordination Platform of Ansimsa Temple, Wanju)","전북 완주군 운주면 안심길 372, 안심사 (완창리)","2005년6월 13일지정,2010년12월 27일명칭변경"
1435호,이원익 초상(李元翼 肖像)(Portrait of Yi Won-ik),"경기 광명시 오리로347번길 5-6, 충현박물관 (소하동)",2005년7월 7일지정
1436호,"거창 농산리 석조여래입상(居昌 農山里 石造如來立像)(Stone Standing Buddha in Nongsan-ri, Geochang)",경남 거창군 북상면 농산리 산53,"2005년7월 7일지정,2010년8월 25일명칭 변경"
1442호,"일월반도도 병풍(日月蟠桃圖 屛風)(Folding Screen of Irwol bandodo (The Sun, the Moon, and Sacred Peaches))","서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2005년8월 12일지정
1443호,왕세자탄강진하도 병풍(王世子誕降陳賀圖 屛風)(Folding Screen of Wangseja tangang jinhado (Celebration for the Birth of the Crown Prince)),"서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2005년8월 12일지정
1444호,은입사귀면문철퇴(銀入絲鬼面文鐵鎚)(Iron Mace with Silver-inlaid Demon Design),"서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2005년8월 12일지정
1445호,"예천용문사영산회괘불탱(醴泉龍門寺靈山會掛佛幀)(Hanging Painting of Yongmunsa Temple, Yecheon (The Vulture Peak Assembly))","경북 예천군 용문면 용문사길 285-30, 용문사 (내지리)",2005년9월 6일지정
1446호,"남해용문사괘불탱(南海龍門寺掛佛幀)(Hanging Painting of Yongmunsa Temple, Namhae)","경남 남해군 이동면 용문사길 166-11, 용문사 (용소리)",2005년9월 6일지정
524-2호,여주이씨 옥산문중 전적(驪州李氏 玉山門中 典籍)(Books of the Oksan Branch of the Yeoju Yi Clan),"경북 경주시 안강읍 옥산서원길 300-3, 독락당 (옥산리)",2006년7월 18일지정
1447호,청자 상감화조문 도판(靑磁 象嵌花鳥文 陶板)(Celadon Plaque with Inlaid Flower and Bird Design),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2006년1월 17일지정
1448호,백자 청화보상당초문 항아리(白磁 靑畵寶相唐草文 壺)(White Porcelain Jar with Floral Medallion and Scroll Design in Underglaze Cobalt Blue),"서울 용산구 이태원로55길 60-16, 삼성미술관 리움 (한남동)",2006년1월 17일지정
1449호,청자 기린모양 연적(靑磁 麒麟形 硯滴)(Celadon Girin-shaped Water Dropper),서울 종로구,2006년1월 17일지정
1450호,분청사기 상감사각묘지 및 분청사기 인화문 사각편병(粉靑沙器 象嵌四角墓誌 및 粉靑沙器 印花文 四角扁甁)(Buncheong Memorial Tablet with Inlaid Inscription and Square Flat Bottle with Stamped Design),"경기 용인시 기흥구 용구대로 1920, 미술관 (상갈동)",2006년1월 17일지정
1451호,"청자 상감운학국화문 병형 주전자(靑磁 象嵌雲鶴菊花文 甁形 注子)(Celadon Bottle-shaped Ewer with Inlaid Cloud, Crane, and Chrysanthemum Design)","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",2006년1월 17일지정
1452호,"청자 상감‘덕천’명 연화양류문 매병(靑磁 象嵌'德泉'銘 蓮花楊柳文 梅甁)(Celadon Prunus Vase with Inlaid Lotus and Willow Design and Inscription of ""Deokcheon"")","서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",2006년1월 17일지정
1453호,청자 주전자(靑磁 注子)(Celadon Ewer),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",2006년1월 17일지정
1454호,청자 음각연화문 팔각장경병(靑磁 陰刻蓮花文 八角長頸甁)(Celadon Octagonal Bottle with Long Neck and Incised Lotus Design),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",2006년1월 17일지정
1455호,분청사기 상감파도어문 병(粉靑沙器 象嵌波濤魚文 甁)(Buncheong Bottle with Inlaid Wave and Fish Design),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",2006년1월 17일지정
1456호,분청사기 박지태극문 편병(粉靑沙器 剝地太極文 扁甁)(Buncheong Flat Bottle with Sgraffito Taegeuk Design),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",2006년1월 17일지정
1457호,백자 사각발형 제기(白磁 四角鉢形 祭器)(White Porcelain Ritual Vessel in the Shape of a Square Bowl),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",2006년1월 17일지정
1458호,백자 청화철화‘시’명나비문 팔각연적(白磁 靑畵鐵畵‘詩’銘蝶文 八角硯滴)(White Porcelain Octagonal Water Dropper with Butterfly Design and Inscription of a Poem in Underglaze Cobalt Blue and Iron),"서울 관악구 남부순환로152길 53, 호림박물관 (신림동,호림박물관)",2006년1월 17일지정
1459호,해동조계복암화상잡저(海東曹溪宓庵和尙雜著)(Haedong Jogye Bogamhwasang japjeo (Miscellaneous Writings of Buddhist Monk Bogam)),"서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2006년1월 17일지정
1460호,"흥천사명 동종(興天寺銘 銅鍾)(Bronze Bell with Inscription of ""Heungcheonsa Temple"")","서울 중구 세종대로 99, 덕수궁 (정동,덕수궁)",2006년1월 17일지정
1461호,"부산 범어사 조계문(釜山 梵魚寺 曹溪門)(Jogyemun Gate of Beomeosa Temple, Busan)",부산 금정구 범어사로 250 (청룡동),2006년2월 7일지정
1462호,"서울 인조별서 유기비(서울 仁祖別墅 遺基碑)(Stele for the Private Residence Site of King Injo, Seoul)",서울 은평구 역촌동 8-12,"2006년2월 17일지정,2010년12월 27일명칭변경"
1463-1호,"용비어천가 권8, 9, 10(龍飛御天歌 卷八, 九, 十)(Yongbieocheonga (Song of Dragons Flying in Heaven),Volumes 8, 9, and 10)",대구 달서구,2006년4월 28일지정
1463-2호,"용비어천가 권3, 4(龍飛御天歌 卷三, 四)(Yongbieocheonga (Song of Dragons Flying in Heaven), Volumes 3 and 4)","서울 종로구 새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관)",2009년2월 23일지정
1463-3호,"용비어천가 권1~2(龍飛御天歌 卷一~二)(Yongbieocheonga (Song of Dragons Flying in Heaven), Volumes 1 and 2)","서울 관악구 관악로 1,103호 동 서울대학교 규장각한국학연구원 (신림동,서울대학교)",2009년10월 20일지정
1463-4호,"용비어천가 권1~2, 7~8(龍飛御天歌 卷一~二, 七~八)(Yongbieocheonga (Song of Dragons Flying in Heaven), Volumes 1, 2, 7, and 8)","서울 성북구 안암로 145, 중앙도서관 (안암동5가,고려대학교안암캠퍼스(인문사회계))",2009년10월 20일지정
1464호,사마방목(司馬榜目)(Sama bangmok (Roster of Successful Licentiate Examination Candidates)),"대구 달서구 달구벌대로 1095, 동산도서관 (신당동,계명대학교성서캠퍼스)",2006년4월 28일지정
1465호,도은선생집(陶隱先生集)(Doeun seonsaengjip (Collected Works of Yi Sung-in)),"대구 달서구 달구벌대로 1095, 동산도서관 (신당동,계명대학교성서캠퍼스)",2006년4월 28일지정
1466호,진일유고(眞逸遺稿)(Jinil yugo (Posthumous Works of Seong Gan)),"대구 달서구 달구벌대로 1095, 동산도서관 (신당동,계명대학교성서캠퍼스)",2006년4월 28일지정
1467호,"순천송광사소조사천왕상(順天松廣寺塑造四天王像)(Clay Four Guardian Kings of Songgwangsa Temple, Suncheon)","전남 순천시 송광면 송광사안길 100, 송광사 (신평리)",2006년4월 28일지정
1468호,"순천 송광사 소조 사천왕상 복장유물(順天 松廣寺 塑造 四天王像 腹藏遺物)(Excavated Relics from the Clay Four Guardian Kings of Songgwangsa Temple, Suncheon)","전남 순천시 송광면 송광사안길 100, 송광사 (신평리)",2006년4월 28일지정
1469호,마천목좌명공신녹권(馬天牧佐命功臣錄券)(Certificate of Meritorious Subject Issued to Ma Cheon-mok),"서울 종로구 효자로 12, 국립고궁박물관 (세종로,국립고궁박물관)",2006년4월 28일지정
1470호,"영광 불갑사 불복장 전적(靈光 佛甲寺 佛腹藏 典籍)(Excavated Documents of Bulgapsa Temple, Yeonggwang)","전남 영광군 불갑면 불갑사로 450, 불갑사 (모악리)",2006년4월 28일지정
1471호,"양산 통도사 삼층석탑(梁山 通度寺 三層石塔)(Three-story Stone Pagoda of Tongdosa Temple, Yangsan)",경남 양산시 하북면 통도사로 108 (지산리),"2006년6월 1일지정,2010년12월 27일명칭변경"
1472호,통도사 아미타여래설법도(通度寺 阿彌陀如來說法圖)(Buddhist Painting of Tongdosa Temple (Amitabha Buddha)),"경남 양산시 하북면 통도사로 108, 통도사 성보박물관 (지산리)",2006년7월 18일지정
1473호,여주이씨 옥산문중 고문서(驪州李氏 玉山門中 古文書)(Documents of the Oksan Branch of the Yeoju Yi Clan),"경북 경주시 안강읍 옥산서원길 300-3, 독락당 (옥산리)",2006년7월 18일지정
