title,address,telNo
제스티살룬 연남,서울특별시 마포구 연희로 31,
율곡사		,경상남도 산청군 신등면 율곡사길 182,"055-973-6011
"
대풍헌,경상북도 울진군 기성면 구산봉산로 105-2,울진군청 문화재팀 054-789-6920~3
(주)수피아캠핑카라반,강원특별자치도 홍천군 서면 한서로 2141-16,
대관령 오삼불고기,강원특별자치도 평창군 대관령면 횡계2길 3-8,033-335-2732
조봉야영장,강원특별자치도 양양군 서면 구룡령로 1610,033-673-5816
솔밭쉼터식당,경상남도 합천군 가야면 가야산로 1135,
포안캠핑,강원특별자치도 영월군 무릉도원면 두산길 120,010-8674-1426
지인공방,인천광역시 중구 신포로27번길 48-1,
천연제작소,부산광역시 북구 덕천1길 93,051-338-9619
용두마을,전라남도 구례군 토지면 용두길 54,
베이스캠프,서울특별시 마포구 잔다리로3안길 21,"02-323-2360
"
오대산중대불량문,강원특별자치도 평창군 진부면 오대산로 374-8,
도원경		,전라남도 순천시 순천만길 309,"0507-1399-5571
"
참살이가족캠핑장,경기도 안성시 보개면 신장길 184,"031-676-1009
"
와룡암,경상북도 김천시 증산면 평촌리 산78,
흥정계곡409,강원특별자치도 평창군 봉평면 흥정계곡길 409,
두메칼국수만두,인천광역시 옹진군 백령면 백령로 293,
예가,경상남도 거제시 일운면 와현해변길 (24-5),
애월집,제주특별자치도 제주시 애월읍 애월해안로 (690),
채훈이네해장국,제주특별자치도 제주시 한림읍 한림상로 29,
남해구판장,경상남도 남해군 남서대로2197번길 77,
월오동묵집,충청북도 청주시 상당구 다리실로249번길 177 월오동묵집,
산넘어양촌에는,경상남도 통영시 산양일주로 544,
와가리피순대,서울특별시 동대문구 왕산로9길 22,
슬로우타코,서울특별시 마포구 독막로5길 33,
엄마손맛칼국수,경기도 용인시 수지구 정든로 10 큰마당순대,
더 올리브,전라남도 여수시 소호로 455-1,
오라디오라,제주특별자치도 서귀포시 사계로114번길 54-102,
고려인마을 가족카페,광주광역시 광산구 산정공원로60번길 4,
브래디스커피,서울특별시 마포구 성미산로23안길 23,
숲섬이라면,제주특별자치도 서귀포시 보목로64번길 80,
용원꼬리곰탕,경상남도 창원시 진해구 안골로277번길 11 용원꼬리곰탕,
파주 순대국,경기도 파주시 시청로 145,
오누이,경상북도 경주시 백률로 59,
아산 외암마을 건재고택,충청남도 아산시 외암민속길 19-6,
칸스,제주특별자치도 서귀포시 중정로61번길 20,
더홋브루어리,경기도 이천시 경충대로2092번길 31,031-694-9500 펍 / 031-633-1045 브루어리고객센터
황새권역마을,충청남도 예산군 시목대리길 2,041-335-9970
가나다라브루어리,경상북도 문경시 문경대로 625-1,
곰순이네,충청남도 보령시 해수욕장9길 2-40,
밀밭사랑,경기도 양주시 부흥로1398번길 189,
고령금산한우,경상북도 고령군 성산로 946-5,
오브레,"경상북도 울릉군 도동길 53 오브레 커피숍,  NAMU 커피숍 ,W호텔",
청담,인천광역시 연수구 인천타워대로132번길 30 휴먼빌파크,
카페로우,충청남도 당진시 남부로 453-32,
애월담,충청남도 금산군 실학로 529,
왕방지기,경기도 동두천시 탑동가산로 3,
커피몽타주,서울특별시 강동구 올림픽로48길 23-12 가람빌딩,
더자리카페,경상북도 포항시 남구 해맞이로46번길 74-16,
뮤트커피,경상남도 창원시 의창구 도계로4번길 36,
GHGM 카페,경기도 용인시 수지구 동천로 287,
레이중화요리,인천광역시 서구 청라루비로42번길 5-21,
빠리맨션,경상북도 구미시 금오산로20길 4-1,
남한강민물매운탕,서울특별시 광진구 동일로 150,
인더밸리,경기도 용인시 처인구 한터로 477,
24시 나인식양평해장국,경기도 부천시 길주로 634,
스틸룸,경상북도 경주시 원효로 87,
카페 온당,경상북도 영천시 포은로 452,
소풍가다,경상북도 경주시 다래길 15,
카르멜,대구광역시 달성군 달구벌대로 616,
바소,경기도 용인시 기흥구 지삼로98번길 47 VASO,
돈족골,서울특별시 송파구 삼학사로 66,
하이테이블,경기도 김포시 김포한강9로75번길 38,
리틀넥 청담,서울특별시 강남구 도산대로51길 17 압구정불스,
송가네한우탕,충청남도 서산시 무학로 1897,
스시미노루,서울특별시 송파구 백제고분로 508 제일빌딩,
함초령팔당냉면,경기도 김포시 김포대로 831 서울메디칼센터,
디어스윗랩,경기도 수원시 영통구 센트럴파크로127번길 147,
대가,전라남도 담양군 가사문학로 619,
장원양재기찜갈비,경기도 파주시 통일로 696,
복돼지식당,제주특별자치도 서귀포시 서성일로 63,
뽕사부,서울특별시 송파구 백제고분로 498,
곽암아트카페갤러리,울산광역시 북구 판지1길 62  ,전화번호 없음
동해도 본점,서울특별시 영등포구 은행로 25 안원빌딩 ,전화번호 없음
베케,제주특별자치도 서귀포시 효돈로 54,
카페율,충청북도 음성군 맹동면 본성리 349,
문바리문어세상해천탕,서울특별시 송파구 오금로 169,
자연스러운식당,제주특별자치도 서귀포시 태평로92번길 8,
수노은,충청남도 태안군 서해로 364-16,
구유림,울산광역시 북구 동해안로 1335,
포크,인천광역시 연수구 송도과학로16번길 13-18 송도건원테크노큐브,
소근리막국수,경기도 양평군 소구니2길 5,
예닮채 샤브샤브,경기도 의정부시 충의로 83-1,
오드씽,제주특별자치도 제주시 고다시길 25,
경천애인2237,서울특별시 영등포구 국제금융로8길 31 SK증권빌딩 ,전화번호 없음
동운식당,경기도 양평군 신복길 15,
백송짜글짜글,충청북도 청주시 흥덕구 옥산시내1길 63,
보아즈맨션,경기도 평택시 장안웃길 85,
사옥카페,충청남도 천안시 동남구 구성12길 9 대명가든,
슨슨카페,전북특별자치도 완주군 원암로 82,
권가제면소,충청북도 청주시 서원구 두꺼비로94번길 4-21,
향유갈비,경기도 포천시 성장로 1287-13,
베르데카페,전북특별자치도 정읍시 정읍북로 1327 베르데카페,
메종듀미디,대구광역시 동구 서촌로21길 11,
하이브,대구광역시 동구 파계로 653,
려원,경기도 포천시 봉화로 515,
엄청난해장국,충청남도 아산시 갈산길 5,
메밀집,충청남도 아산시 선문로254번길 159,
바다제비,제주특별자치도 제주시 한림로 640,
소금항카페,전라남도 신안군 지도증도로 1053-11,
신의한모,제주특별자치도 제주시 하귀14길 11-1,
최고집 신포본점,"인천광역시 중구 홍예문로 13 최고집,놀이터노래타운",
꽃다지쌈밥,경기도 남양주시 송산로679번길 24-28,
논골추어탕,경기도 남양주시 묵현로 66-22,
국민해장국,경기도 여주시 가남로 94,
팔당제빵소,경기도 남양주시 경강로 872,
라브리애,경상남도 진주시 월아산로 1539-1,
파베뉴,경기도 파주시 새오리로339번길 179-19,
아시오,부산광역시 부산진구 초읍동,
바른흑염소가든,경기도 화성시 세자로 401,
오핑,경상남도 창원시 마산합포구 해양관광로 1927-46,
두래촌,경기도 화성시 안녕북길 7,
키와마루아지,경기도 화성시 동탄중심상가2길 11 삼성파크뷰 ,전화번호 없음
맨션1102,경기도 화성시 동탄장지천6길 34  ,전화번호 없음
베니스,경기도 시흥시 물왕수변로 144 Venis ,전화번호 없음
새벽집,경기도 수원시 팔달구 경수대로519번길 12-9  ,전화번호 없음
더 숯불,경기도 남양주시 고산로126번길 33-6 봉바위가든 ,전화번호 없음
다옴,부산광역시 수영구 수영로464번길 9 준정빌딩 ,전화번호 없음
인량훠궈,서울특별시 강남구 강남대로140길 9 비피유,
우정양곱창,서울특별시 강남구 도산대로30길 23,
아메리칸테이블,서울특별시 강남구 영동대로112길 66 아메리칸스탠다드바쓰하우스빌딩,
오라델떼,경기도 부천시 길주로 1,
구영공원,울산광역시 울주군 범서읍 구영리,
 그린블리스,제주특별자치도 서귀포시 가마행남로 12  ,전화번호 없음
곧은,인천광역시 강화군 전등사로 80  ,전화번호 없음
이리부농,경기도 수원시 권선구 매곡로 6-8,
고스이,경기도 고양시 일산동구 호수로 640 청원레이크빌,
편배기,강원특별자치도 평창군 올림픽로 62-3,
스퀘어81,경기도 고양시 일산서구 중앙로 1371 강선마을13단지아파트,
리오리코,경기도 고양시 덕양구 행주산성로144번길 39  ,전화번호 없음
별미칡냉면원조,인천광역시 부평구 주부토로145번길 28,
코이비꼬,충청남도 논산시 강산길 84,
마니호칼국수,인천광역시 강화군 마니산로 672-1,
진송추어탕 양산본점,경상남도 양산시 중앙로 293-1 진송추어탕 ,전화번호 없음
그리운보리밥,강원특별자치도 속초시 법대로 34,
나인뷰커피,경상남도 사천시 남양광포1길 16  ,전화번호 없음
어라운드키친,강원특별자치도 춘천시 만천로 114-3,
색동면옥 팔곡점,경기도 안산시 상록구 해안로 1299  ,전화번호 없음
마크69,서울특별시 성동구 서울숲길 24 진성금속 ,전화번호 없음
뚝도지기,서울특별시 성동구 성수이로 30-4  ,전화번호 없음
 대흥숯불,경상북도 문경시 새재로 51 대흥숯불 ,전화번호 없음
예촌,전북특별자치도 김제시 금구로 43-1,
리틀포레스트,제주특별자치도 서귀포시 월평로 15,0507-1432-0903
서문분식,경상북도 영천시 운동장로 7  ,전화번호 없음
멜팅룸,인천광역시 남동구 은봉로312번길 29-16,
청춘참기름방유당,경기도 성남시 분당구 판교공원로1길 46  ,전화번호 없음
일미분식,충청북도 증평군 신교길 36,
콴안다오,서울특별시 강남구 강남대로156길 28-2  ,전화번호 없음
뿌리와열매,제주특별자치도 제주시 중산간동로 2255  ,전화번호 없음
씨엘로19,경상남도 거제시 연구2길 10,
강문떡갈비,강원특별자치도 강릉시 창해로 360-1,
우민회관,전북특별자치도 군산시 번영로 158-20 우민회관,
가온전복,전라남도 진도군 초평길 70-1  ,전화번호 없음
까사338,경기도 양주시 삼숭로58번길 57,
카페람,경기도 고양시 덕양구 행주로17번길 23  ,전화번호 없음
대판1985,인천광역시 연수구 컨벤시아대로 116 푸르지오월드마크,
딥커피,서울특별시 마포구 동교로 209,
오스테리아12,광주광역시 서구 상무대로673번길 19,
카페더비치,전라남도 완도군 해변공원로 59,
월악 파머스 캠핑장,충청북도 제천시 월악산로 450-5,
땡땡이글램핑,전라남도 장흥군 천관산문학길 30,
숲이야기 캠핑장,강원특별자치도 춘천시 서백길 691-77,
바다다 캠핑장,인천광역시 강화군 화도면 내리 2146-2,
카사비앙카,강원특별자치도 삼척시 부남해변길 15,
송트리타임콜라주,경기도 광주시 봉골길171번길 12-2  ,전화번호 없음
물의나라 캠핑장,경기도 가평군 명지산로 475,
블루일베이커리카페,경상남도 거제시 상동5길 25-1,
함흥본가면옥,서울특별시 강동구 양재대로 1428 성림빌딩 ,전화번호 없음
양구손냉면,강원특별자치도 양구군 정중앙로 183-6,
백마가든,충청남도 부여군 충절로 3711,
한양갈비,경기도 포천시 호국로 1549  ,031-536-3232
카페프라도,경상남도 거제시 가조로 924,
쉬리공원,강원특별자치도 철원군 김화읍 청양리,
궁중타래옥빙수 웅천점,전라남도 여수시 웅남1길 32  ,전화번호 없음
쉐즈롤,경기도 양평군 낙촌길 7-7  ,전화번호 없음
김삼보김치찌개,서울특별시 서대문구 명물길 62 오시리스타워 ,02-365-8253
수담 보라민속촌점,경기도 용인시 기흥구 용구대로1900번길 3 (보라동),
동백식탁,경기도 용인시 기흥구 동백중앙로 283 골드프라자 ,031-282-0617
베토벤,경상남도 거제시 어온4길 32  ,전화번호 없음
거제집,경상남도 거제시 장평1로 21,
전주식당,강원특별자치도 양구군 비봉로 91-23,
초원의집,경기도 성남시 수정구 수정로 460 남한산성민속식당,
리스토어커피,경기도 고양시 덕양구 권율대로 741-35  ,0507-1407-4629
로지커피,강원특별자치도 강릉시 창해로14번길 52  ,0507-1359-5681
디오슬로,강원특별자치도 강릉시 난설헌로78번길 11,
남해촌집 화소반,경상남도 남해군 상주로74번길 6  ,전화번호 없음
면봉산 칼데라,경상북도 청송군 현동면 월매리,
노블리온호텔,경상북도 포항시 남구 희망대로659번길 20,
마우스래빗,서울특별시 광진구 화양동 5-14,"02-462-4015
"
영일식육식당,경상북도 포항시 북구 청하면 청하로192번길 5-8,054-232-0683
스위트룸[한국관광 품질인증/Korea Quality],서울특별시 마포구 와우산로35길 53 낙원주택,010-4244-0608
농심테마공원,충청북도 옥천군 옥천동이로 234,
만듦협동조합,전북특별자치도 완주군 삼례나들목로 338-33 삼례중학교,
한옥카페 청천,경상북도 성주군 칠봉2길 36-16 청천서원,
트웰브미닛,서울특별시 광진구 아차산로33길 68,
섬진강변 철쭉길,전라남도 곡성군 섬진강로 1877 섬진강레일바이크,
이충분수공원,경기도 평택시 이충동,031-8024-6526
동개해수욕장,전라남도 신안군 흑산면 가거도리,061-246-5400
봉화재 반려견 놀이터,울산광역시 동구 봉수로 27-53  ,052-209-3515
곰내미체험마을,경상남도 거창군 웅양면 화평길 6,055-942-2038
너른공원,경기도 화성시 남양읍 남양리,
한국다완박물관,경상북도 문경시 문경읍 온천5길 2-1,
피터팬승마캠프,전북특별자치도 군산시 성산면 송호로 128,063-453-9971
효헌사,전라남도 구례군 마산면 하사4길 5,061-780-2430
양평빠지리멤버,경기도 양평군 서종면 무드리2길 41-10,010-5230-2668
와항재,울산광역시 울주군 상북면 소호리,052-204-1721~6 (산림공원과)
카페광령올레17,제주특별자치도 제주시 애월읍 광성로 295,"010-6623-5304
"
청주랜드 어린이회관,충청북도 청주시 상당구 명암로 171 (명암동),043-201-4863
담담,충청남도 공주시 봉황로 86-8 (반죽동),
호텔모닝캄,충청북도 음성군 맹동면 대하2가길 28,전화번호 없음
국회부산도서관,부산광역시 강서구 명지국제1로 161 (명지동),
까페호반풍경,충청북도 옥천군 군북면 성왕로 2007,
로얄스퀘어호텔,서울특별시 강서구 공항대로 30,02-6733-6000
라마다제주함덕호텔,제주특별자치도 제주시 조천읍 신북로 470,
라플라이,제주특별자치도 제주시 조천읍 선흘리,
수원 현충탑,경기도 수원시 팔달구 인계동,
무주펜션 산새소리,전북특별자치도 무주군 설천면 구천동1로 135-13,063-324-2050
스타필드 고양,경기도 고양시 덕양구 고양대로 1955,1833-9001
이비스 스타일 앰배서더 서울 용산,서울특별시 용산구 청파로20길 95 (한강로3가),02-2223-7001
박열의사기념관,경상북도 문경시 마성면 샘골길 44,054-572-3396
양주시립민복진미술관,경기도 양주시 장흥면 권율로 192,031-8082-4255
조선대학교 미술관,광주광역시 동구 서석동,062-230-7832
만달리,부산광역시 기장군 기장읍 반송로 1392,0507-1425-1707
승봉도 해안산책로,인천광역시 옹진군 자월면 승봉리,"032-899-3750
"
하남문화원,경기도 하남시 덕풍동로 12,전화번호 없음
서울강서문화원,서울특별시 강서구 화곡로 215,
남해문화원,경상남도 남해군 남해읍 선소로 12,
인천 부평문화원,인천광역시 부평구 굴포로 151,"032-505-9001,2"
정인갤러리,부산광역시 중구 중앙대로 21,정인갤러리 051-248-9090
숙명여자대학교 박물관,서울특별시 용산구 청파로47길 100,02-710-9134
황도바지락칼국수,서울특별시 강동구 천호대로 1256,02-484-6554
호접몽,경기도 성남시 분당구 정자일로 120,031-726-0099
용지봉,대구광역시 수성구 들안로 9,053-783-8558
갤러리에이엠,서울특별시 종로구 팔판길 23,
다시식당,경상남도 의령군 의령읍 의병로18길 6,055-573-2514
향림,서울특별시 노원구 한글비석로 151,02-976-8800
박현자네더덕밥,강원특별자치도 횡성군 횡성읍 횡성로 59,033-344-1116
동대산식당,강원특별자치도 평창군 진부면 오대산로 152,033-332-6910
큰나루밴댕이회무침,인천광역시 남동구 문화서로4번길 61-23,032-421-3643
문화쌈밥,부산광역시 남구 유엔평화로 72,051-626-2292
원조할매복국,부산광역시 해운대구 달맞이길62번길 1,051-742-2790
강진군도서관,전라남도 강진군 강진읍 남문길 10,전화번호 없음
장춘방,부산광역시 동구 대영로243번길 30,051-467-5820
두에꼬제,"서울특별시 용산구 한남대로 60 (한남동, 금호리첸시아)",02-795-1405
포인트스키,강원특별자치도 평창군 대관령면 올림픽로 12,033-336-0297
산마루터,전라남도 해남군 삼산면 대흥사길 88-33,061-532-2233
한광미술관,부산광역시 중구 중앙대로 130,
송골매(패러글라이딩 스쿨),경기도 용인시 처인구 모현읍 초부로 210,
강동아트센터,서울특별시 강동구 동남로 870,
싱싱회마을,전라남도 장흥군 장흥읍 동교3길 25-1,061-863-8555
진안향교,전북특별자치도 진안군 진안읍 향교길 13-6,063-433-3258
겨울세상,강원특별자치도 정선군 고한읍 고한로 83,033-591-7794
노랑토랑,전북특별자치도 전주시 완산구 강변로 62,063-229-7948
치산서원,울산광역시 울주군 두동면 치술령길 7,"052-204-0323
"
이화웰컴센터,서울특별시 서대문구 이화여대길 52,02-3277-3277
오천향교,충청남도 보령시 오천면 향교길 45-26,
닥터스노우,강원특별자치도 평창군 대관령면 올림픽로 56,
송아트갤러리,서울특별시 서초구 서초중앙로 188,
갤러리3안,서울특별시 종로구 북촌로 137-7,"갤러리 문의안내 02-720-2722
"
장원목장,전북특별자치도 익산시 웅포면 용골길 25,
청도 범곡리 지석묘군,경상북도 청도군 화양읍 범곡리,
광복로 만물의거리,부산광역시 중구 국제시장2길 20-1,051-245-3156
태광 컨트리클럽,경기도 용인시 기흥구 흥덕4로 77,"1877-6001
"
적성향교,경기도 파주시 적성면 감악산로 1311-20,031-943-2229
호암서원,전북특별자치도 남원시 덕과면 덕과도촌길 67-8,063-620-6173
현곡정사(화강서원),전북특별자치도 고창군 고창읍 주곡1길 68-34,
율산서원(김제),전북특별자치도 김제시 명덕1길 240-8 (명덕동),김제시 관광홍보축제실 063-540-3241
구송정 유원지,전북특별자치도 순창군 동계면 서호길 48-12,
이스트밸리,경기도 광주시 곤지암읍 건업길 195,031-760-3800~1
파르나스몰,서울특별시 강남구 테헤란로 521,02-559-7089
햇살복집,경상남도 남해군 삼동면 동부대로 1043,055-867-1320
팔열부정각,전라남도 함평군 월야면 월야리,
함안무기리주씨고가,경상남도 함안군 칠원읍 무기1길 33,055-580-2301
청안향교,충청북도 괴산군 청안면 청안읍내로5길 33-14,043-830-3432
만푸장횟집,전라남도 광양시 발섬6길 36,061-793-3181
존비코올터장군상,서울특별시 광진구 능동로 216,1577-0606
혜원가든,강원특별자치도 정선군 사북읍 사북중앙로 18-1,
신녕포교당 (법련사) ,경상북도 영천시 신녕면 동산길 11,054-332-0271
강진마도진만호성지,전라남도 강진군 마량면 마량리,061-430-3363
도라지식당,제주특별자치도 제주시 연삼로 128,064-722-3142
원조판문점,경상남도 창원시 의창구 상남로 240,055-287-5514
장수해장국,제주특별자치도 서귀포시 천제연로 152,064-738-5667
백석서원,전북특별자치도 김제시 범득골길 187-22 (갈공동),김제시 교월동 063-540-3621
그린토피아,경기도 양평군 양서면 골용진길19번길 2-6,
서울깍두기,인천광역시 강화군 강화읍 강화대로 387,032-934-2332
보령향교,충청남도 보령시 주포면 향교말길 45,전화번호 없음
옥천 독락정,충청북도 옥천군 안남면 연주길 170,
충주 창동리 오층석탑,충청북도 충주시 중앙탑면 청금로 112-10,
유천서원(부안),전북특별자치도 부안군 보안면 영전길 89-38,063-581-5114
목장원,부산광역시 영도구 절영로 355,051-404-5000
광주지산동오층석탑,광주광역시 동구 지산로 58,
유통불고기,울산광역시 울주군 두동면 계명로 96,052-262-7477
산타루치아,경기도 안양시 동안구 시민대로 230,031-444-7000
마당,경기도 양평군 용문면 용문산로 239,031-775-0311
장흥 방촌리 지석묘군,전라남도 장흥군 관산읍 방촌리,061-860-0224
사담계곡유원지,충청북도 괴산군 청천면 괴산로대방래길 158,괴산군 관광팀 043-830-3452~6
명품관,인천광역시 중구 신도시남로141번길 13-5,032-746-9233
빌리지 1호점,광주광역시 서구 상무민주로123번길 25-17,070-8830-1355
노다지,강원특별자치도 평창군 대관령면 올림픽로 153,033-335-4448
무양서원,광주광역시 광산구 산월로21번길 26,
천지연횟집,경상남도 통영시 운하1길 46,055-648-7500
익산 쌍릉,전북특별자치도 익산시 석왕동,063-859-5875
장어잡는날,경상남도 통영시 도천상가안길 60,055-643-2758 
한국관,충청남도 태안군 태안읍 독샘로 100,041-675-2415
세방마을,전라남도 진도군 지산면 세방길 6,
현동사,전북특별자치도 익산시 삼기면 현동1길 3,063-859-5792
서울횟집,인천광역시 강화군 내가면 해안서로 917-2,032-933-6461
대자연횟집,경상북도 성주군 가천면 포천계곡로 75,054-931-4087
영해향교,경상북도 영덕군 영해면 예주8길 14-5,
덕산향교,충청남도 예산군 덕산면 덕산향교길 88-34,
경성 부민관 폭탄 의거지,서울특별시 중구 세종대로 125,
강변장어,전라남도 순천시 순천만길 436,061-742-4233
연기향교,세종특별자치시 연기면 교촌3길 13,044-863-4219
정후사(금당서원),충청북도 증평군 도안면 금당1길 22-13,
학정서원,전북특별자치도 임실군 청웅면 구고8길 35-3,063-640-2344
고향산장,충청남도 천안시 동남구 북면 충절로 1474-19,041-555-9922
월강서원,전북특별자치도 장수군 장계면 도장골길 37-8,063-350-2444
무진장아구복전문점,전북특별자치도 남원시 옥정5길 11,063-634-0158
청해루,전북특별자치도 부안군 변산면 격포로 227,063-581-8112
진미가든,전북특별자치도 진안군 부귀면 모래재로 726-7,063-433-4193
두향,경기도 성남시 분당구 불곡남로 5,031-718-3344
코리아하우스,서울특별시 강남구 압구정로79길 56,02-543-8888
오사카,부산광역시 사하구 낙동대로324번길 2,051-205-8408
옛진못식육식당,경상북도 경산시 원효로 440,053-802-4449
준스시,경상남도 사천시 벌리4길 53,055-835-1013
채식요리전문점 오세계향,서울특별시 종로구 인사동12길 14-5,02-735-7171
여주 현충탑,경기도 여주시 주내로 13,031-887-2114
둥근지붕,전라남도 화순군 도곡면 지강로 260,061-371-3333
서귀포괸당네,제주특별자치도 서귀포시 칠십리로 123,064-732-3757
부안향교,전북특별자치도 부안군 부안읍 당간지주1길 15,
후지리탑동석불,전북특별자치도 정읍시 영원면 후지리,063-539-5182
서울식당,경상북도 김천시 대항면 황학동길 10,054-436-6121
도계서원,경상북도 봉화군 봉화읍 사제길 12,054-679-6333
충용사,충청북도 음성군 음성읍 용광로114번길 113,043-871-3403
큰풀안 해변,인천광역시 옹진군 자월면 대이작로160번길,
우성갈비,서울특별시 중구 동호로7길 13,02-2231-6722
학림사(세종),세종특별자치시 연서면 와룡로 353,044-867-2635
경도회관,전라남도 여수시 대경도길 2-2,061-666-0044
자연을 닮은 사람들,전북특별자치도 남원시 주천면 원천로 345-33,063-625-9774
참맛골,강원특별자치도 동해시 동굴로 69,033-533-3776
덕연서원,경상남도 함안군 칠원읍 예용3길 12-2,055-580-2554
응석사(진주),경상남도 진주시 집현면 응석로 435,
들깨나라,전라남도 여수시 망마로 89,061-685-5678
미가칼국수,전라남도 여수시 박람회길 23-10,061-641-7666
또먹세순두부,경기도 가평군 상면 청군로 697,031-584-6190
양반네,강원특별자치도 원주시 장미공원길 47-12,033-744-4555
토요,강원특별자치도 원주시 흥업면 매지회촌길 110,033-763-2923
만뢰사,충청북도 진천군 백곡면 강당길 50-6,043-539-4082
수다뜰,제주특별자치도 제주시 명림로 164,064-723-2722
장흥 옥당리 효자송,전라남도 장흥군 관산읍 효자송길 124,
창석사당,경상북도 상주시 청리면 가천3길 70,054-537-7210
금강사(강진),전라남도 강진군 강진읍 효자길 38-24,061-430-3323
브레드오크,울산광역시 남구 돋질로302번길 17,052-227-0251
두방사(두방암),경상남도 진주시 문산읍 동부로781번길 267,
배터지는집,경기도 안산시 단원구 구봉길 6,032-884-4787
일번지,경기도 성남시 수정구 수정로 460-1,031-748-2250
의령향교,경상남도 의령군 의령읍 의병로15길 30,의령군 문화관광과 055-570-2532
지선당,전북특별자치도 진안군 동향면 내금2길 70,063-430-2381
이시진 효자각,충청북도 충주시 동량면 대전리1길 149,
친절식당,전북특별자치도 남원시 의총로 4,063-625-5103
다해복국,제주특별자치도 제주시 문송1길 17,064-749-9868
명성추어탕,경기도 안성시 강변남로 2-10,031-671-3305
강나루,전북특별자치도 무주군 무주읍 내도로 123,063-324-2898
양성향교,경기도 안성시 양성면 교동길 33-4,
신계서원(의령),경상남도 의령군 부림면 미타로 26-5,의령군 문화관광과 055-570-2532
송석정,전라남도 화순군 이양면 강정길 68,061-379-3532
해랑,서울특별시 강남구 강남대로118길 12,02-544-7270
더 커피클럽,강원특별자치도 원주시 판부면 매봉길 22-10,033-766-2713
괴산중학교 구 본관,충청북도 괴산군 괴산읍 괴산로 3527,043-830-3432
정열사비,전라남도 나주시 정렬사길 43,
경주 배동 삼릉,경상북도 경주시 배동 73-1번지,"경주역 관광안내소 054-772-
터미널 관광안내소 054-772-9289"
무안 도요지,전라남도 무안군 몽탄면 몽탄로 940-1,"061-452-3513
"
서운산성,경기도 안성시 서운면 산평리,
장흥향교,전라남도 장흥군 장흥읍 교촌남외길 33,061-863-7071
목천향교,충청남도 천안시 동남구 목천읍 교촌6길 7,041-521-5168
홍산향교,충청남도 부여군 홍산면 홍내로21번길 61,041-830-2637
금산 충렬사,충청남도 금산군 금성면 진산로 356-10,금산군 문화유산팀 041-750-2273
정읍 보화리 석조이불입상,전북특별자치도 정읍시 소성면 보화리 116,063-539-5184
화성 궁평어촌체험휴양마을,경기도 화성시 서신면 궁평항로 1069-11,
고창 분청사기요지,전북특별자치도 고창군 부안면 수동리,063-560-2950
독상리석등,전라남도 화순군 동복면,061-379-3532
만경향교,전북특별자치도 김제시 만경읍 두내산1길 25-10,063-542-5931
학당서원,전북특별자치도 김제시 백산면 생건길 42,김제시 백산면 063-540-3603
연풍향교,충청북도 괴산군 연풍면 향교로 40-2,043-830-3432
간곡서원,충청남도 부여군 임천면 성흥로283번길 31-2,부여군 문화재과 041-830-2625
산양서원,강원특별자치도 삼척시 원덕읍 산양서원1길 24,033-570-3223
탑선리석탑,충청남도 금산군 금산읍 탑선길 36,041-750-2384
영주 석교리 석조여래입상,경상북도 영주시 순흥면 석교리,영주시청 문화예술과 054-639-6582
내원암(울산),울산광역시 울주군 온양읍 대운상대길 382,
남포관아문,충청남도 보령시 남포면 읍성향교길 19,보령시 국가유산관리팀 041-930-6582
문수사 목조여래좌상,전북특별자치도 익산시 여산면 천호산길 140,063-836-9643
훈령서원,경상북도 청도군 이서면 신촌길 110-27,054-370-6062
화동서원,전북특별자치도 고창군 대산면 교동길 24,
남포향교 대성전,충청남도 보령시 남포면 읍성향교길 133,보령시청 관광과 국가유산관리팀 041-930-6582
양과동정,광주광역시 남구 이장동 266,
익산 김병순 고택,전북특별자치도 익산시 함라면 수동길 20,
기양서원,경상남도 함안군 칠원읍 무기1길 33,
화천향교,강원특별자치도 화천군 화천읍 상승로1길 48-16,화천군 관광안내소 033-440-2575
운양서원,경상북도 성주군 벽진면 운정길 167,054-930-8373
이산서원,경상북도 영주시 이산면 내림로 106-43,영주시청 문화예술과 054-639-6581~4
명탄서원,충청남도 공주시 명탄서원길 48,"041-840-8207
"
덕곡서원,경상남도 의령군 의령읍 벽화로 629-12,의령군 문화관광과 055-570-2532
주식회사 황남관 [한국관광 품질인증/Korea Quality],경상북도 경주시 포석로 1038  ,054-620-5000
한옥이야기 ,전북특별자치도 전주시 완산구 은행로 83-14  ,063-286-1759
비센트호텔[한국관광 품질인증/Korea Quality],부산광역시 중구 충장대로9번길 64  ,051-442-2338
르이데아호텔[한국관광 품질인증/Korea Quality],부산광역시 동구 중앙대로180번길 16-10,051-441-0708
B-STAY 부천호텔,경기도 부천시 길주로 131,032-326-8181
휘닉스 평창 콘도,강원특별자치도 평창군 봉평면 태기로 174,1577-0069
강릉시 청소년 해양수련원,강원특별자치도 강릉시 주문진읍 동해대로 4940,033-662-0911
베스트웨스턴 프리미어 서울가든호텔,서울특별시 마포구 마포대로 58,02-710-7111
부산 센트럴호텔,부산광역시 연제구 중앙대로 1122,051-866-6525
호텔일루아,부산광역시 해운대구 달맞이길 97,051-744-1331
가락관광호텔,서울특별시 송파구 송파대로28길 5,02-400-6641~3
부연계곡그집,강원특별자치도 강릉시 연곡면 부연동길 895,010-4830-3583
블루원 모텔,전북특별자치도 전주시 덕진구 용산2길 18,063-251-3385
